id,source,title,url,published_at,content_length,images_count,content
11,Kompas,Siasat Marc Klok Pertahankan Tren Positif Persib demi Kejar Borneo FC,https://bola.kompas.com/read/2025/11/13/13511458/siasat-marc-klok-pertahankan-tren-positif-persib-demi-kejar-borneo-fc,2025-11-13T06:51:14+00:00,2609,1,"KOMPAS.com -
Juara bertahan Liga Indonesia, Persib Bandung, tertinggal 11 angka di belakang pemuncak klasemen Borneo FC Samarinda yang menyapu bersih kemenangan di 10 laga Super League 2025-2026.
Pencapaian 10 kemenangan beruntun di awal liga merupakan rekor baru di Liga Indonesia yang membuat Borneo semakin sulit dikejar.
Namun, perjalanan musim masih panjang dengan liga akan memainkan 34 pertandingan sehingga ada sisa 24-25 laga lagi yang perlu dilalui.
Bagi
Bojan Hodak
, musim ini semua orang..."
12,Kompas,"PSS di Puncak Championship Usai Libas Persiba, Gustavo Tocantins Pahlawan",https://bola.kompas.com/read/2025/11/13/10061418/pss-di-puncak-championship-usai-libas-persiba-gustavo-tocantins-pahlawan,2025-11-13T03:06:14+00:00,4990,1,"KALTIM, BALIKPAPAN
– Hasil Championship Liga 2 memuat keberhasilan PSS Sleman membekuk tuan rumah Persiba Balikpapan pada lanjutan Pegadaian Championship 2025-2026.
Laga
Persiba Balikpapan
vs
PSS Sleman
pada Rabu (12/11/2025) malam di Stadion Batakan berakhir dengan skor 1-2.
Dua gol kemenangan klub tamu berjuluk Super Elang Jawa dicetak oleh striker Gustavo Tocantins pada menit ke-33 dan 45+2.
Sementara satu-satunya gol balasan Persiba dicetak oleh Takumu Nishihara pada menit ke-60.
Kemenangan ..."
13,Kompas,"Derbi Jatim Tidak Main-main, Arema FC Siapkan Mental Hadapi Persebaya",https://bola.kompas.com/read/2025/11/13/09484698/derbi-jatim-tidak-main-main-arema-fc-siapkan-mental-hadapi-persebaya,2025-11-13T02:48:46+00:00,2535,1,"KOMPAS.com
– Sepuluh hari jeda kompetisi Super League 2025-2026 bukan berarti waktu beristirahat bagi Arema FC.
Justru dalam masa inilah, Arema FC memperkuat diri jelang laga bergengsi pekan ke-13  Super League 2025-2026 bertajuk
Derbi Jawa Timur
, melawan Persebaya Surabaya.
Laga
Derbi Jatim
Persebaya vs Arema FC
yang mempertaruhkan  harga diri ini akan berlangsung di Stadion Gelora Bung Tomo Surabaya, Sabtu (22/11/2025) mendatang.
Bagi Arema FC, kunjungan ke kandang Persebaya selalu membawa ce..."
14,Kompas,"Hasil Championship Liga 2 Persipura Vs Persipal 3-0, Mutiara Hitam Jaga Tren Tak Terkalahkan",https://bola.kompas.com/read/2025/11/13/06260408/hasil-championship-liga-2-persipura-vs-persipal-3-0-mutiara-hitam-jaga-tren-tak,2025-11-12T23:26:04+00:00,2984,1,"JAYAPURA, KOMPAS.com
- Persipura Jayapura sukses mengalahkan Persipal Palu dan melanjutkan tren positif tak terkalahkan di ajang Championship Liga 2 2025-2026.
Bertanding dihadapan pendukungnya,
Persipura Jayapura
menang meyakinkan dengan skor telak 3-0 atas
Persipal Palu
.
Laga
Persipura
vs Persipal Palu digelar di Stadion Lukas Enembe, Kabupaten
Jayapura
pada Rabu (12/11/2025) malam.
Tiga gol pasukan merah hitam ini dicetak oleh sang striker Matheus Silva (1', 38') serta sumbangsih Ramai Rumak..."
15,Kompas,"Persebaya Inkonsisten, Tuntutan ""Perez Out"" Terus Menggema",https://bola.kompas.com/read/2025/11/12/17340498/persebaya-inkonsisten-tuntutan-perez-out-terus-menggema,2025-11-12T10:34:04+00:00,2180,1,"KOMPAS.com
- Pelatih Persebaya Surabaya, Eduardo Perez Moran, menghadapi situasi pelik menyusul performa tim yang dinilai inkonsisten hingga pekan ke-12 Super League 2025-2026.
Desakan agar
Eduardo Perez Moran
mundur dari kursi kepelatihan
Persebaya
Surabaya pun semakin kencang terdengar.
Puncak kekecewaan suporter terlihat jelas setelah Persebaya Surabaya ditahan imbang Persik Kediri.
Teriakan ""Edu Out"" menggema di tribune Stadion Gelora Joko Samudro, Gresik,  pada pertengahan babak pertama dan..."
16,Kompas,"Championship Liga 2: Pesta 7 Gol, Garudayaksa FC Kembali ke Jalur Kemenangan",https://bola.kompas.com/read/2025/11/12/13320678/championship-liga-2-pesta-7-gol-garudayaksa-fc-kembali-ke-jalur-kemenangan,2025-11-12T06:32:06+00:00,2095,1,"KOMPAS.com
- Garudayaksa FC kembali meraih kemenangan dalam lanjutan Championship Liga 2 2025-2026.
Klub transformasi PSKC Cimahi ini baru saja mencukur tamunya
Sriwijaya FC
dengan skor telak 7-2 di Stadion Pakansari, Kab. Bogor, Selasa (11/11/2025).
Bertanding di depan publik sendiri, Garudayaksa yang pekan lalu secara mengejutkan keok dari Sumsel United langsung tancap gas sejak awal.
Mereka unggul 2-0 di babak pertama berkat gol Everton pada menit ke-5 dan Dedi Tri Maulana (32').
Semenit usai..."
17,Kompas,"Jadwal Liga 2 Championship: Persipura Vs Persipal, Persiba Vs PSS Sleman",https://bola.kompas.com/read/2025/11/12/12314168/jadwal-liga-2-championship-persipura-vs-persipal-persiba-vs-pss-sleman,2025-11-12T05:31:41+00:00,4549,1,"KOMPAS.com -
Liga 2 Championship 2025-2026 akan menggelar empat laga di pekan ke-10 putaran kedua pada Rabu (12/11/2025) sore WIB.
Sejumlah laga seru akan mewarnai putaran kedua
Liga 2
Championship
2025-2026 dengan menampilkan aksi para klub besar.
Dari Grup 1, Adhyaksa Banten FC akan menjamu Persiraja Banda Aceh di Banten International Stadium (BIS) mulai pukul 15.30 WIB.
Adhyaksa Banten FC membutuhkan kemenangan untuk menempel ketat Garudayaksa yang saat ini memuncaki klasemen Grup 1.
Sementar..."
18,Kompas,Persipura Vs Persipal Palu: Misi Tamu Curi Poin di Jayapura,https://bola.kompas.com/read/2025/11/12/11094988/persipura-vs-persipal-palu-misi-tamu-curi-poin-di-jayapura,2025-11-12T04:09:49+00:00,2405,1,"JAYAPURA, KOMPAS.com
– Persipal Palu bertandang ke Stadion Lukas Enembe untuk menantang tuan rumah Persipura Jayapura dalam laga pekan ke-10 Championship Liga 2 Rabu (12/11/2025) malam.
Dalam lawatan ke Papua,
Persipal Palu
mengusung misi bangkit untuk meraih kemenangan perdana di Championship
Liga 2
musim 2025-2026.
Pasalnya, dari sembilan laga yang sudah dijalani, tim berjuluk Laskar Tadulako belum sekalipun meraih kemenangan, yakni empat kalah dan dan lima kali imbang.
Dalam lawatan ke
Jayapu..."
19,Kompas,Data Jadi Acuan Indra Sjafri untuk Tentukan Skuad Timnas U22 Indonesia,https://bola.kompas.com/read/2025/11/11/21440588/data-jadi-acuan-indra-sjafri-untuk-tentukan-skuad-timnas-u22-indonesia,2025-11-11T14:44:05+00:00,2644,1,"KOMPAS.com
– Pelatih Timnas U22 Indonesia, Indra Sjafri menegaskan bahwa proses seleksi pemain untuk SEA Games 2025 Thailand akan dilakukan secara ketat dan objektif.
Ia memastikan pemilihan 23 pemain terbaik dilakukan berdasarkan performa dan data konkret, bukan sekadar potensi.
Menurutnya, performa menjadi faktor utama karena
event
olahraga dua tahunan yang melibatkan 11 kawasan Asia Tenggara itu hanya menyisakan waktu persiapan dua hingga tiga minggu.
“Performance
adalah kualitas yang kita bu..."
20,Kompas,"Persipura Vs Persipal, Mutiara Hitam Ingin Lanjutkan Tren Tak Terkalahkan",https://bola.kompas.com/read/2025/11/11/19140958/persipura-vs-persipal-mutiara-hitam-ingin-lanjutkan-tren-tak-terkalahkan,2025-11-11T12:14:09+00:00,2671,1,"JAYAPURA, KOMPAS.com
- Persipura Jayapura akan menjamu Persipal Palu pada pekan ke-10 Championship Liga 2 di Stadion Lukas Enembe pada Rabu (12/11/2025) malam.
Bertanding di hadapan pendukungnya, Tim berjuluk Mutiara Hitam mengusung misi menang untuk melanjutkan tren positif tak terkalahkan dalam lima laga beruntun sekaligus untuk bersaing menuju puncak klasemen Grup 2 Championship
Liga 2
.
Pelatih
Persipura Jayapura
, Rahmad Darmawan, mengaku anak asuhnya sudah melakukan
recovery
dan siap untuk..."
21,Kompas,Momen Hangat Bintang Persib Eliano Reijnders Kembali ke PEC Zwolle,https://bola.kompas.com/read/2025/11/11/10205878/momen-hangat-bintang-persib-eliano-reijnders-kembali-ke-pec-zwolle,2025-11-11T03:20:58+00:00,2480,1,"KOMPAS.com -
Bintang Timnas Indonesia Eliano Reijnders kembali ke klub lamanya di Eredivisie Belanda, PEC Zwolle.
Momen
Eliano Reijnders
kembali ke
PEC Zwolle
turut diunggah media sosial instagram klub biru-putih itu pada Senin (10/11/2025).
Eliano yang sudah berbaju
Persib Bandung
, diketahui tengah melangsungkan liburan ke Belanda di jeda internasional FIFA Match Day November.
Dirinya tampak menyempatkan datang menonton laga kandang PEC Zwolle vs Sparta Rotterdam, Minggu (9/11/2025) di Stadion..."
22,Kompas,"Jadwal Persib Usai ACL 2, Lawan Dewa United dan Lion City Sailors",https://bola.kompas.com/read/2025/11/10/15332998/jadwal-persib-usai-acl-2-lawan-dewa-united-dan-lion-city-sailors,2025-11-10T08:33:29+00:00,2426,1,"KOMPAS.com -
Jadwal Persib Bandung usai gemilang di kompetisi AFC Champions League Two (ACL 2) 2025-2026 mengalahkan Selangor FC.
Persib Bandung
baru menorehkan hasil impresif kala menghadapi
Selangor FC
. Maung Bandung berhasil menang 3-2 usai tertinggal 0-2 lebih dulu di babak pertama.
Persib
epic comeback
lewat gelontoran gol Andrew Jung (48’) dan Adam Alis (81’, 90+7’) di Stadion MBPJ, Petaling Jaya, Malaysia, pada Kamis (6/11/2025).
Kini Persib akan melakoni jeda internasional sebelum berge..."
23,Kompas,"Hasil Championship Liga 2: Magi Pelatih Anyar, Persikad Depok Menang Beruntun",https://bola.kompas.com/read/2025/11/10/13160008/hasil-championship-liga-2-magi-pelatih-anyar-persikad-depok-menang-beruntun,2025-11-10T06:16:00+00:00,3228,1,"KOMPAS.com
- Sejak diarsiteki pelatih baru, Persikad Depok, selalu menuai kemenangan di Championship 2025-2026. Persekat Tegal jadi korban teranyar Serigala Margonda.
Persikad Depok
menapaki jalan kebangkitan di
Championship Liga 2
2025-2026.
Klub berjulukan Serigala Margonda ini baru saja menggasak tamunya Persekat Tegal dengan skor telak 3-0 di Stadion Pakansari, Kab. Bogor, Minggu (9/11/2025).
Tampil di hadapan publik sendiri,
Persikad
yang menurunkan kekuatan penuh bermain agresif sejak awal..."
24,Kompas,Gelandang Persib Luciano Guaycochea Dapat Sanksi Tambahan Komdis PSSI,https://bola.kompas.com/read/2025/11/10/13064958/gelandang-persib-luciano-guaycochea-dapat-sanksi-tambahan-komdis-pssi,2025-11-10T06:06:49+00:00,2746,1,"KOMPAS.com -
Gelandang Persib Bandung Luciano Guaycochea harus menerima sanksi tambahan dari Komite Disiplin (Komdis) PSSI atas pelanggarannya kepada pemain Persis Solo Kodai Tanaka.
Pelanggaran tersebut yang ditinjau
Video Assistant Referee
(VAR) membuahkan kartu merah langsung dari kantong wasit Rio Mermana Putra.
Laga Super League 2025-2026 kontra Persis Solo yang digelar pada 27 Oktober 2025 di Gelora Bandung Lautan Api (GBLA) berkesudahan dengan skor 2-0 untuk kemenangan tuan rumah
Persib
...."
25,Kompas,"Hasil Semen Padang Vs Borneo FC 0-2,  Start Sempurna Peralta dkk Pecahkan Rekor Liga Indonesia",https://bola.kompas.com/read/2025/11/09/20562618/hasil-semen-padang-vs-borneo-fc-0-2-start-sempurna-peralta-dkk-pecahkan-rekor,2025-11-09T13:56:26+00:00,4627,1,"KOMPAS.com - Borneo FC mengalahkan Semen Padang 2-0 pada laga Super League, Minggu (9/11/2025).
Pertandingan
Semen Padang
vs
Borneo FC
bergulir di Stadion Haji Agus Salim, Padang, pada lanjutan pekan ke-12
Super League 2025-2026
.
Gol-gol Mariano Peralta (6' dan 61') memberikan poin penuh bagi sang pemuncak klasemen sementara Super League.
Berkat hasil ini, Borneo FC meneruskan start sempurna mereka dengan 10 kemenangan dari 10 laga pertama musim yang menjadi rekor di era Liga Indonesia.
Kembali..."
26,Kompas,"Dewa United Vs PSM 0-1: Kalah 4 Laga Beruntun, Wakil ACGL Dekati Zona Merah",https://bola.kompas.com/read/2025/11/09/18452508/dewa-united-vs-psm-0-1-kalah-4-laga-beruntun-wakil-acgl-dekati-zona-merah,2025-11-09T11:45:25+00:00,2505,1,"KOMPAS.com -
Dewa United kembali telan kekalahan di kandang kala menghadapi PSM Makassar dengan skor 0-1 di pekan ke-12 Super League 2025-2026.
Duel
Dewa United
vs
PSM Makassar
digelar di Banten International Stadium (BIS), pada Minggu (9/11/2025) sore WIB.
Gol tunggal PSM Makassar ke gawang Dewa United dicetak oleh Abu Kamara pada menit ke-31.
Kekalahan ini menjadi yang keempat secara beruntun dialami Dewa United serta dua kali secara bergiliran di kandang.
Alhasil, Banten Warriors kini terdamp..."
27,Kompas,"Hasil Dewa United Vs PSM 0-1, Gol Abu Kamara Jadi Penentu",https://bola.kompas.com/read/2025/11/09/17395508/hasil-dewa-united-vs-psm-0-1-gol-abu-kamara-jadi-penentu,2025-11-09T10:39:55+00:00,2630,1,"KOMPAS.com -
Hasil Dewa United vs PSM Makassar dalam lanjutan Super League 2025-2026, Minggu (9/11/2025), berakhir dengan skor 0-1, gol Abu Kamara menjadi penentu.
Pertandingan pekan ke-12
Super League
2025-2026 antara
Dewa United
vs
PSM Makassar
tersaji di Banten International Stadium.
Gol semata wayang duel Dewa United vs
PSM
Makassar diciptakan oleh Abu Kamara di menit ke-31.
Dengan hasil tersebut, PSM Makassar menempati peringkat 11 klasemen sementara
Super League 2025-2026
dengan torehan 12..."
28,Kompas,"Lini Belakang Persib Makin Stabil, Ini Peran Eks Como Federico Barba",https://bola.kompas.com/read/2025/11/09/16241398/lini-belakang-persib-makin-stabil-ini-peran-eks-como-federico-barba,2025-11-09T09:24:13+00:00,3028,1,"KOMPAS.com -
Persib Bandung tanpa bek asal Italia, Federico Barba, ketika menghadapi Selangor FC dalam ajang AFC Champions League Two (ACL 2) 2025-2026, 6 November.
Rekor clean sheet Persib dalam lima pertandingan beruntun pun tercoreng dengan Selangor mencetak dua gol pada 45 menit laga di Stadion MBPJ, Petaling Jaya, tersebut.
Beruntung, pasukan Maung menunjukkan daya juang tinggi di bawah instruksi jitu pelatih Persib
Bojan Hodak
sehingga tim kesayangan Bobotoh bisa tersenyum lebar usai berba..."
29,Kompas,Alasan Mauricio Souza Geram Usai Dapat Kartu Kuning Lawan Arema FC,https://bola.kompas.com/read/2025/11/09/16115868/alasan-mauricio-souza-geram-usai-dapat-kartu-kuning-lawan-arema-fc,2025-11-09T09:11:58+00:00,2741,1,"KOMPAS.com
- Kemenangan 2-1 Persija Jakarta atas Arema FC pada pekan ke-12 Super League 2025-2026, Sabtu (8/11/2025) sore, tidak membuat pelatih Mauricio Souza puas.
Pelatih
Persija
Jakarta tersebut justru meluapkan kekesalan terhadap
wasit
Yudi Nurcahya yang memimpin laga Arema FC vs
Persija Jakarta
di Stadion Kanjuruhan Kepanjen, Kabupaten Malang, tersebut.
Mauricio Souza
mendapat kartu kuning di menit ke-12 setelah memprotes pelanggaran yang berujung gol pembuka Arema lewat tendangan bebas Va..."
30,Kompas,"Laga Panas Arema FC Vs Persija di Kanjuruhan: Ricuh di Bench, 5 Kartu Merah",https://bola.kompas.com/read/2025/11/09/14184538/laga-panas-arema-fc-vs-persija-di-kanjuruhan-ricuh-di-bench-5-kartu-merah,2025-11-09T07:18:45+00:00,2428,1,"KOMPAS.com
- Laga pekan ke-12 Super league 2025-2026 bertajuk
big match
antara Arema FC vs Persija Jakarta diwarnai kericuhan antarpemain dan ofisial kedua kubu.
Duel
Arema FC
vs
Persija
berlangsung di Stadion Kanjuruhan, Kepanjen, Kabupaten Malang, Sabtu (8/11/2025).
Persija Jakarta menang 2-1 berkat gol Eksel Runtukahu (48', 50'). Arema FC harus kalah meski sempat memimpin lebih dulu via Valdeci (12').
Laga ini mencatatkan salah satu momen panas musim ini. Sebab, dalam satu pertandingan terdap..."
31,Kompas,"Ribut Arema FC Vs Persija, Mauricio Souza: Yang Mau Berkelahi Jangan di Lapangan",https://bola.kompas.com/read/2025/11/09/13134988/ribut-arema-fc-vs-persija-mauricio-souza-yang-mau-berkelahi-jangan-di-lapangan,2025-11-09T06:13:49+00:00,2118,1,"KOMPAS.com -
Pertandingan Arema FC vs Persija pada pekan ke-12 Super League 2025-2026 di Stadion Kanjuruhan, Malang, Sabtu (8/11/2025), tidak hanya menyajikan ketegangan di dalam lapangan.
Keributan di area bangku cadangan turut menjadi sorotan dan mempengaruhi jalannya laga yang berakhir dengan kemenangan
Persija
Jakarta atas
Arema FC
dengan skor 2-1.
Dalam laga tersebut, insiden panas yang melibatkan ofisial kedua tim membuat wasit Yudi Nurcahya harus menghentikan pertandingan sejenak.
Situasi..."
32,Kompas,"Skor Persis Vs PSIM 2-2, Jean Paul van Gastel Sebut Imbang Rasa Kalah",https://bola.kompas.com/read/2025/11/09/11464908/skor-persis-vs-psim-2-2-jean-paul-van-gastel-sebut-imbang-rasa-kalah,2025-11-09T04:46:49+00:00,2415,1,"KOMPAS.com -
Persis vs PSIM Yogyakarta dalam pekan ke-12 Super League 2025-2026 kembali menyajikan tensi tinggi khas Derbi Mataram.
Pertandingan
Persis
vs PSIM
Yogyakarta
berlangsung di Stadion Manahan,
Solo
, Sabtu (8/11/2025) malam WIB itu berakhir imbang 2-2.
Namun pelatih
PSIM Yogyakarta
, Jean Paul van Gastel, menyebut hasil tersebut terasa seperti kekalahan.
Duel Persis Vs PSIM Yogyakarta kali ini menjadi bagian penting bagi kedua tim yang sedang berusaha memperbaiki posisi di klasemen Sup..."
33,Kompas,"Jadwal dan Siaran Langsung Semen Padang Vs Borneo FC, Duel Bumi-Langit Super League",https://bola.kompas.com/read/2025/11/09/10512728/jadwal-dan-siaran-langsung-semen-padang-vs-borneo-fc-duel-bumi-langit-super,2025-11-09T03:51:27+00:00,2535,1,"KOMPAS.com
- Semen Padang akan menghadapi ujian besar pada pekan ke-12 Super League 2025-2026 dengan melawan sang pemuncak klasemen, Borneo FC.
Live streaming
Semen Padang
vs
Borneo FC
dapat diakses di platform Vidio, sedangkan siaran langsung
Semen Padang vs Borneo FC
tersedia di Indosiar.
Tim berjuluk Kabau Sirah itu dijadwalkan menjamu Borneo FC Samarinda, di Stadion Haji Agus Salim, Padang, Minggu (9/11/2025) pukul 19.00 WIB.
Kedua tim berada di posisi yang kontras pada tabel klasemen sement..."
34,Kompas,Jadwal dan Siaran Langsung Dewa United Vs PSM Makassar di Super League Pekan ke-12,https://bola.kompas.com/read/2025/11/09/09313198/jadwal-dan-siaran-langsung-dewa-united-vs-psm-makassar-di-super-league-pekan-ke,2025-11-09T02:31:31+00:00,2367,1,"KOMPAS.com
- Laga Super League pekan ke-12 menyajikan Dewa United vs PSM Makassar di Stadion Banten Internasional (BIS), Minggu (9/11/2025) sore.
Kick-off laga dimulai pukul 15.30 WIB, dengan live streaming
Dewa United vs PSM Makassar
di Vidio. Adapun
siaran langsung Dewa United vs PSM
dapat ditonton di Indosiar.
Pertandingan ini menjadi sorotan karena menjadi debut
pelatih baru PSM Makassar
,
Tomas Trucha
, memimpin tim secara langsung dari area teknik.
Pelatih asal Republik Ceko itu resmi dipe..."
